id_movimiento,fecha,sku,refaccion,categoria,region,cantidad,costo_unitario,costo_total,lead_time_dias,critica,hubo_stockout
MOV-02041,04/03/2025,REF-109,Ventilador evaporador,Ventilacion,Occidente,2.0,879.97,1759.94,8,No,False
MOV-00217,05/11/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,2.0,5130.19,10260.38,12,Si,False
MOV-01645,12/02/2025,REF-116,Motor de damper,Ventilacion,Occidente,1.0,810.11,810.11,10,No,False
MOV-00870,06/05/2025,REF-111,Rele de arranque,Electrico,Centro,2.0,186.89,373.78,3,No,True
MOV-00905,27/11/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,1.0,971.28,971.28,4,Si,False
MOV-01557,13/05/2025,REF-113,Filtro deshidratador,Filtro,Bajio,3.0,171.94,515.82,5,No,False
MOV-00325,20/11/2025,REF-113,Filtro deshidratador,Filtro,Centro,1.0,172.68,172.68,5,No,True
MOV-00607,17/03/2025,REF-108,Empaque de puerta,Sello,Norte,1.0,537.77,537.77,7,Si,False
MOV-00453,18/06/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Bajio,1.0,1606.77,1606.77,6,Si,True
MOV-01987,15/12/2025,REF-110,Ventilador condensador,Ventilacion,SURESTE,3.0,1200.55,3601.65,9,No,False
MOV-01076,24/07/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Bajio,4.0,990.19,3960.76,4,Si,False
MOV-00745,20/11/2025,REF-118,Contactor,Electrico,Centro,2.0,434.31,868.62,5,No,False
MOV-01853,02/02/2025,REF-113,Filtro deshidratador,Filtro,Occidente,2.0,173.76,347.52,5,No,False
MOV-00676,03/12/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Sureste,1.0,1544.7,1544.7,6,Si,False
MOV-00140,27/03/2025,REF-110,Ventilador condensador,Ventilacion,Norte,3.0,1030.35,3091.05,9,No,False
MOV-00950,05/02/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,3.0,8311.33,24933.99,18,Si,False
MOV-01720,24/08/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,3.0,1058.47,3175.41,4,Si,False
MOV-00149,24/01/2025,REF-117,Sensor de temperatura,Control,Norte,2.0,351.41,702.82,4,No,True
MOV-01002,25/08/2025,REF-107,Termostato mecanico,Control,Occidente,1.0,323.53,323.53,3,No,False
MOV-01053,14/10/2025,REF-117,Sensor de temperatura,Control,BAJIO,2.0,322.86,645.72,4,No,False
MOV-01724,06/11/2025,REF-111,Rele de arranque,Electrico,Norte,3.0,189.28,567.84,3,No,False
MOV-01265,22/08/2025,REF-116,Motor de damper,Ventilacion,Centro,1.0,,850.88,10,No,False
MOV-01103,10/07/2025,REF-117,Sensor de temperatura,Control, Norte,1.0,352.46,352.46,4,No,False
MOV-01624,05/07/2025,REF-116,Motor de damper,Ventilacion,Occidente,2.0,861.43,1722.86,10,No,False
MOV-01707,09/12/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,1.0,991.14,991.14,4,Si,False
MOV-00077,09/02/2025,REF-118,Contactor,Electrico,Sureste,2.0,468.73,937.46,5,No,False
MOV-01823,08/09/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,3.0,1555.75,4667.25,6,Si,False
MOV-01334,06/11/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Bajio,2.0,1569.85,3139.7,6,Si,False
MOV-01964,06/03/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,1.0,5305.26,5305.26,12,Si,True
MOV-00362,22/08/2025,REF-102,Compresor 1/2 HP,Compresor,Norte,5.0,6116.95,30584.75,14,Si,True
MOV-01590,09/09/2025,REF-108,Empaque de puerta,Sello,Centro,1.0,530.71,530.71,7,Si,False
MOV-02095,09/07/2025,REF-117,Sensor de temperatura,Control,Occidente,3.0,316.02,948.06,4,No,False
MOV-01110,19/10/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Bajio,3.0,930.42,2791.26,4,Si,True
MOV-00960,21/06/2025,REF-110,Ventilador condensador,Ventilacion,Bajio,1.0,1128.46,1128.46,9,No,False
MOV-00501,21/11/2025,REF-103,Compresor 3/4 HP,Compresor,Occidente,-2.0,9161.65,18323.3,18,Si,False
MOV-01134,24/12/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,3.0,8590.65,25771.95,18,Si,False
MOV-01055,02/06/2025,REF-102,Compresor 1/2 HP,Compresor,Sureste,4.0,6364.53,25458.12,14,Si,False
MOV-00506,24/09/2025,REF-107,Termostato mecanico,Control,Centro,3.0,303.83,911.49,3,No,True
MOV-00125,11/12/2025,REF-118,Contactor,Electrico,Sureste,2.0,470.83,941.66,5,No,False
MOV-01422,07/04/2025,REF-117,Sensor de temperatura,Control,Bajio,1.0,351.8,351.8,4,No,False
MOV-00710,02/10/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,3.0,4561.34,13684.02,12,Si,False
MOV-01219,22/04/2025,REF-111,Rele de arranque,Electrico,Centro,3.0,180.1,540.3,3,No,False
MOV-00426,25/08/2025,REF-106,Termostato digital,Control,Centro,3.0,,2000.55,5,No,False
MOV-01495,10/11/2025,REF-116,Motor de damper,Ventilacion, Norte,3.0,846.16,2538.48,10,No,False
MOV-01209,10/09/2025,REF-118,Contactor,Electrico,Occidente,1.0,458.25,458.25,5,No,False
MOV-01788,20/10/2025,REF-118,Contactor,Electrico,Centro,1.0,448.67,448.67,5,No,False
MOV-00431,25/07/2025,REF-114,Valvula de expansion,Control,Occidente,2.0,1429.47,2858.94,11,No,False
MOV-00553,24/07/2025,REF-112,Capacitor de arranque,Electrico,Occidente,2.0,245.04,490.08,4,No,False
MOV-01772,17/12/2025,REF-103,Compresor 3/4 HP,Compresor,Occidente,3.0,7843.95,23531.85,18,Si,False
MOV-01551,22/05/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,6278.8,12557.6,14,Si,False
MOV-01220,11/01/2025,REF-114,Valvula de expansion,Control,Bajio,3.0,1457.96,4373.88,11,No,False
MOV-01162,02/03/2025,REF-109,Ventilador evaporador,Ventilacion,Occidente,2.0,856.8,1713.6,8,No,True
MOV-01792,12/09/2025,REF-114,Valvula de expansion,Control,Occidente,1.0,,1396.84,11,No,False
MOV-00049,18/10/2025,REF-108,Empaque de puerta,Sello,Norte,2.0,461.66,923.32,7,Si,False
MOV-01717,02/03/2025,REF-113,Filtro deshidratador,Filtro,Centro,2.0,152.02,304.04,5,No,False
MOV-01460,27/05/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,1.0,7729.23,7729.23,18,Si,False
MOV-01960,15/06/2025,REF-106,Termostato digital,Control,Bajio,3.0,619.62,1858.86,5,No,False
MOV-01106,22/01/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,6720.56,13441.12,14,Si,False
MOV-02063,17/09/2025,REF-108,Empaque de puerta,Sello,Centro,3.0,544.08,1632.24,7,Si,False
MOV-00115,16/05/2025,REF-105,Gas refrigerante R-404a,Refrigerante,NORTE,2.0,1529.46,3058.92,6,Si,False
MOV-02017,16/08/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,7106.77,14213.54,14,Si,False
MOV-00896,20/06/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,3.0,8653.61,25960.83,18,Si,False
MOV-00073,08/03/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,1.0,8406.05,8406.05,18,Si,False
MOV-00112,21/07/2025,REF-107,Termostato mecanico,Control,Norte,3.0,323.61,970.83,3,No,False
MOV-00170,28/01/2025,REF-107,Termostato mecanico,Control,Centro,2.0,331.54,663.08,3,No,False
MOV-01931,20/11/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Bajio,2.0,1031.04,2062.08,4,Si,False
MOV-00515,16/07/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,3.0,865.97,2597.91,8,No,False
MOV-00151,31/08/2025,REF-111,Rele de arranque,Electrico,Centro,2.0,201.19,402.38,3,No,False
MOV-00408,12/08/2025,REF-110,Ventilador condensador,Ventilacion,Norte,3.0,1186.31,3558.93,9,No,False
MOV-01346,25/03/2025,REF-114,Valvula de expansion,Control,Centro,2.0,1539.95,3079.9,11,No,False
MOV-01940,15/04/2025,REF-118,Contactor,Electrico,Centro,2.0,465.12,930.24,5,No,False
MOV-01673,03/04/2025,REF-116,Motor de damper,Ventilacion,Sureste,3.0,755.73,2267.19,10,No,False
MOV-01921,12/04/2025,REF-106,Termostato digital,Control,Centro,3.0,618.58,1855.74,5,No,False
MOV-01758,28/05/2025,REF-107,Termostato mecanico,Control,Centro,3.0,282.73,848.19,3,No,False
MOV-01836,12/05/2025,REF-106,Termostato digital,Control,Norte,3.0,670.84,2012.52,5,No,False
MOV-01712,09/06/2025,REF-112,Capacitor de arranque,Electrico,Centro,3.0,265.01,795.03,4,No,False
MOV-01956,13/04/2025,REF-117,Sensor de temperatura,Control,Centro,1.0,310.47,310.47,4,No,False
MOV-00423,01/02/2025,REF-111,Rele de arranque,Electrico,Occidente,3.0,172.19,516.57,3,No,True
MOV-00189,03/09/2025,REF-110,Ventilador condensador,Ventilacion,Centro,2.0,1140.71,2281.42,9,No,True
MOV-00711,28/10/2025,REF-110,Ventilador condensador,Ventilacion,Norte,1.0,1065.38,1065.38,9,No,False
MOV-02057,19/08/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,3.0,984.92,2954.76,4,Si,False
MOV-00031,08/02/2025,REF-113,Filtro deshidratador,Filtro,Sureste,3.0,183.61,550.83,5,No,True
MOV-01377,01/06/2025,REF-107,Termostato mecanico,Control,Sureste,3.0,318.11,954.33,3,No,True
MOV-02024,08/11/2025,REF-115,Resistencia de deshielo,Electrico,Centro,1.0,542.21,542.21,6,No,False
MOV-00893,23/04/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,2.0,1421.23,2842.46,6,Si,False
MOV-00269,17/09/2025,REF-114,Valvula de expansion,Control,Centro,3.0,1327.08,3981.24,11,No,False
MOV-01861,12/05/2025,REF-107,Termostato mecanico,Control,Centro,3.0,287.5,862.5,3,No,False
MOV-01917,23/02/2025,REF-108,Empaque de puerta,Sello,Occidente,3.0,506.24,1518.72,7,Si,False
MOV-00880,16/02/2025,REF-110,Ventilador condensador,Ventilacion,Occidente,1.0,1195.71,1195.71,9,No,False
MOV-01786,30/10/2025,REF-108,Empaque de puerta,Sello,Norte,1.0,466.87,466.87,7,Si,True
MOV-00624,11/03/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Bajio,1.0,902.92,902.92,4,Si,False
MOV-01513,11/05/2025,REF-105,Gas refrigerante R-404a,Refrigerante, Centro,3.0,1393.32,4179.96,6,Si,False
MOV-02064,30/04/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,1.0,1426.25,1426.25,6,Si,False
MOV-00670,04/11/2025,REF-115,Resistencia de deshielo,Electrico,Bajio,2.0,,1035.94,6,No,False
MOV-00135,14/09/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,1.0,1502.34,1502.34,6,Si,False
MOV-00390,29/10/2025,REF-115,Resistencia de deshielo,Electrico,Centro,3.0,615.29,1845.87,6,No,False
MOV-00233,18/10/2025,REF-106,Termostato digital,Control,Bajio,1.0,595.07,595.07,5,No,False
MOV-01274,25/03/2025,REF-118,Contactor,Electrico,Centro,3.0,469.54,1408.62,5,No,False
MOV-01490,16/09/2025,REF-110,Ventilador condensador,Ventilacion,Occidente,3.0,1048.05,3144.15,9,No,False
MOV-01934,20/10/2025,REF-114,Valvula de expansion,Control,Bajio,1.0,1525.56,1525.56,11,No,False
MOV-00458,05/12/2025,REF-112,Capacitor de arranque,Electrico,Bajio,1.0,229.77,229.77,4,No,False
MOV-00932,07/07/2025,REF-102,Compresor 1/2 HP,Compresor,Sureste,1.0,6352.7,6352.7,14,Si,True
MOV-01844,12/02/2025,REF-113,Filtro deshidratador,Filtro,CENTRO,2.0,153.2,306.4,5,No,False
MOV-01200,18/11/2025,REF-103,Compresor 3/4 HP,Compresor,Sureste,3.0,9271.15,27813.45,18,Si,False
MOV-01128,18/05/2025,REF-116,Motor de damper,Ventilacion,Occidente,3.0,787.49,2362.47,10,No,False
MOV-01722,19/05/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,2.0,6296.41,12592.82,14,Si,False
MOV-00830,09/10/2025,REF-108,Empaque de puerta,Sello,Norte,1.0,518.29,518.29,7,Si,False
MOV-00943,03/05/2025,REF-114,Valvula de expansion,Control,Sureste,2.0,1537.36,3074.72,11,No,False
MOV-00904,26/08/2025,REF-117,Sensor de temperatura,Control,Sureste,3.0,304.54,913.62,4,No,False
MOV-00459,09/07/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Bajio,3.0,1386.68,4160.04,6,Si,False
MOV-01900,24/05/2025,REF-108,Empaque de puerta,Sello,Centro,1.0,485.37,485.37,7,Si,False
MOV-00163,22/07/2025,REF-103,Compresor 3/4 HP,Compresor,Occidente,3.0,8114.8,24344.4,18,Si,False
MOV-01326,22/02/2025,REF-117,Sensor de temperatura,Control,Sureste,2.0,341.08,682.16,4,No,False
MOV-01408,06/09/2025,REF-115,Resistencia de deshielo,Electrico,Occidente,3.0,518.16,1554.48,6,No,True
MOV-02098,09/04/2025,REF-108,Empaque de puerta,Sello,Occidente,3.0,534.77,1604.31,7,Si,False
MOV-00661,13/02/2025,REF-111,Rele de arranque,Electrico,Sureste,1.0,187.31,187.31,3,No,False
MOV-01952,11/10/2025,REF-107,Termostato mecanico,Control,Centro,2.0,312.65,625.3,3,No,False
MOV-01417,13/11/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,1.0,959.23,959.23,4,Si,False
MOV-01907,08/10/2025,REF-108,Empaque de puerta,Sello,Bajio,1.0,515.11,515.11,7,Si,True
MOV-00822,04/11/2025,REF-116,Motor de damper,Ventilacion,Centro,3.0,843.46,2530.38,10,No,False
MOV-01352,01/09/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,3.0,4629.49,13888.47,12,Si,False
MOV-01095,17/12/2025,REF-113,Filtro deshidratador,Filtro,Sureste,3.0,182.09,546.27,5,No,False
MOV-00328,12/01/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,1.0,9007.13,9007.13,18,Si,False
MOV-01182,19/06/2025,REF-109,Ventilador evaporador,Ventilacion,Bajio,3.0,921.07,2763.21,8,No,False
MOV-00580,11/06/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,3.0,942.99,2828.97,4,Si,False
MOV-00378,03/10/2025,REF-117,Sensor de temperatura,Control,Occidente,2.0,315.1,630.2,4,No,True
MOV-00555,12/02/2025,REF-107,Termostato mecanico,Control,Centro,1.0,328.43,328.43,3,No,False
MOV-00510,15/12/2025,REF-114,Valvula de expansion,Control,Norte,1.0,1340.64,1340.64,11,No,False
MOV-01431,26/03/2025,REF-103,Compresor 3/4 HP,Compresor,Occidente,3.0,8350.8,25052.4,18,Si,False
MOV-01068,20/04/2025,REF-114,Valvula de expansion,Control,Centro,1.0,1463.89,1463.89,11,No,False
MOV-00245,01/10/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,1.0,5067.57,5067.57,12,Si,False
MOV-00322,31/03/2025,REF-111,Rele de arranque,Electrico,Norte,2.0,180.49,360.98,3,No,True
MOV-01929,11/04/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,2.0,4726.14,9452.28,12,Si,True
MOV-01893,20/07/2025,REF-108,Empaque de puerta,Sello,Centro,2.0,463.13,926.26,7,Si,False
MOV-00108,01/10/2025,REF-110,Ventilador condensador,Ventilacion,Occidente,2.0,1051.52,2103.04,9,No,False
MOV-00428,02/03/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Bajio,2.0,1413.4,2826.8,6,Si,False
MOV-01708,19/07/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,2.0,1414.39,2828.78,6,Si,False
MOV-01044,14/12/2025,REF-107,Termostato mecanico,Control,Centro,1.0,287.13,287.13,3,No,False
MOV-01665,14/03/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,2.0,4969.97,9939.94,12,Si,False
MOV-01288,17/06/2025,REF-114,Valvula de expansion,Control,Bajio,3.0,1383.5,4150.5,11,No,False
MOV-01957,13/05/2025,REF-112,Capacitor de arranque,Electrico,Centro,2.0,248.53,497.06,4,No,False
MOV-01784,12/07/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,3.0,1343.94,4031.82,6,Si,False
MOV-00007,30/07/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,4.0,1373.35,5493.4,6,Si,False
MOV-00782,16/07/2025,REF-102,Compresor 1/2 HP,Compresor,Norte,5.0,7084.93,35424.65,14,Si,False
MOV-01197,27/07/2025,REF-108,Empaque de puerta,Sello,Bajio,3.0,507.54,1522.62,7,Si,True
MOV-01653,16/10/2025,REF-112,Capacitor de arranque,Electrico,Centro,,275.34,275.34,4,No,False
MOV-01563,29/03/2025,REF-114,Valvula de expansion,Control,Bajio,2.0,1418.1,2836.2,11,No,False
MOV-01464,22/11/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,6486.31,12972.62,14,Si,False
MOV-01041,13/01/2025,REF-106,Termostato digital,Control,Centro,1.0,657.48,657.48,5,No,False
MOV-00863,15/11/2025,REF-110,Ventilador condensador,Ventilacion,Bajio,2.0,1205.02,2410.04,9,No,True
MOV-00858,13/04/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,3.0,4601.91,13805.73,12,Si,False
MOV-01022,16/08/2025,REF-107,Termostato mecanico,Control,Centro,1.0,301.35,301.35,3,No,False
MOV-01501,22/12/2025,REF-109,Ventilador evaporador,Ventilacion,Bajio,2.0,986.22,1972.44,8,No,False
MOV-00236,28/06/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,5.0,966.64,4833.2,4,Si,False
MOV-01354,30/03/2025,REF-107,Termostato mecanico,Control,Centro,3.0,283.34,850.02,3,No,False
MOV-02023,05/04/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,2.0,5328.74,10657.48,12,Si,False
MOV-00792,15/09/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,3.0,4739.56,14218.68,12,Si,False
MOV-00344,28/05/2025,REF-116,Motor de damper,Ventilacion,Occidente,3.0,826.89,2480.67,10,No,False
MOV-01205,02/06/2025,REF-107,Termostato mecanico,Control,Bajio,1.0,299.66,299.66,3,No,True
MOV-01664,24/08/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,2.0,9263.78,18527.56,18,Si,False
MOV-00875,14/08/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,1.0,1520.05,1520.05,6,Si,False
MOV-01336,16/03/2025,REF-108,Empaque de puerta,Sello,Bajio,1.0,459.88,459.88,7,Si,False
MOV-01500,25/09/2025,REF-107,Termostato mecanico,Control, Bajio,2.0,276.98,553.96,3,No,False
MOV-01943,30/04/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,1.0,1588.25,1588.25,6,Si,False
MOV-01471,22/01/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,3.0,6144.24,18432.72,14,Si,False
MOV-00302,31/07/2025,REF-112,Capacitor de arranque,Electrico,Norte,1.0,271.08,271.08,4,No,False
MOV-01967,31/12/2025,REF-116,Motor de damper,Ventilacion,Norte,3.0,832.15,2496.45,10,No,False
MOV-01789,27/03/2025,REF-113,Filtro deshidratador,Filtro,Norte,2.0,170.46,340.92,5,No,False
MOV-01473,13/08/2025,REF-106,Termostato digital,Control,Sureste,3.0,672.65,2017.95,5,No,False
MOV-02081,19/05/2025,REF-114,Valvula de expansion,Control,Sureste,2.0,1548.95,3097.9,11,No,False
MOV-00594,18/01/2025,REF-113,Filtro deshidratador,Filtro,Centro,3.0,172.5,517.5,5,No,False
MOV-01856,24/08/2025,REF-108,Empaque de puerta,Sello,Norte,1.0,497.62,497.62,7,Si,False
MOV-00657,22/12/2025,REF-112,Capacitor de arranque,Electrico,Bajio,2.0,235.77,471.54,4,No,False
MOV-00358,30/12/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Bajio,3.0,1536.67,4610.01,6,Si,True
MOV-01210,29/04/2025,REF-109,Ventilador evaporador,Ventilacion,NORTE,2.0,977.15,1954.3,8,No,False
MOV-00530,19/08/2025,REF-108,Empaque de puerta,Sello,Centro,2.0,501.83,1003.66,7,Si,False
MOV-00610,17/05/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,4.0,6521.1,26084.4,14,Si,True
MOV-00537,13/09/2025,REF-116,Motor de damper,Ventilacion,Centro,3.0,812.29,2436.87,10,No,False
MOV-02090,07/02/2025,REF-107,Termostato mecanico,Control,Bajio,3.0,309.54,928.62,3,No,True
MOV-00882,03/06/2025,REF-111,Rele de arranque,Electrico,Centro,1.0,197.31,197.31,3,No,False
MOV-00885,15/11/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,-2.0,1589.07,3178.14,6,Si,True
MOV-01659,13/07/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,3.0,1407.75,4223.25,6,Si,False
MOV-01733,15/09/2025,REF-102,Compresor 1/2 HP,Compresor,Bajio,2.0,6248.0,12496.0,14,Si,True
MOV-01969,24/09/2025,REF-118,Contactor,Electrico,Norte,2.0,403.33,806.66,5,No,False
MOV-02077,01/04/2025,REF-108,Empaque de puerta,Sello,Occidente,3.0,474.45,1423.35,7,Si,False
MOV-00002,06/06/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Bajio,2.0,1383.09,2766.18,6,Si,True
MOV-00336,05/12/2025,REF-103,Compresor 3/4 HP,Compresor,Sureste,2.0,9240.89,18481.78,18,Si,False
MOV-01649,04/05/2025,REF-116,Motor de damper,Ventilacion,Centro,1.0,776.12,776.12,10,No,False
MOV-01123,14/12/2025,REF-112,Capacitor de arranque,Electrico,Norte,2.0,244.75,489.5,4,No,False
MOV-00617,29/03/2025,REF-103,Compresor 3/4 HP,Compresor,Occidente,3.0,8025.37,24076.11,18,Si,False
MOV-01382,02/09/2025,REF-118,Contactor,Electrico,Centro,2.0,407.03,814.06,5,No,False
MOV-01168,15/09/2025,REF-111,Rele de arranque,Electrico,Sureste,2.0,198.3,396.6,3,No,True
MOV-01985,25/06/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,3.0,9029.0,27087.0,18,Si,False
MOV-00649,30/05/2025,REF-102,Compresor 1/2 HP,Compresor,Norte,1.0,6926.02,6926.02,14,Si,True
MOV-01798,24/07/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,1.0,8211.22,8211.22,18,Si,False
MOV-01614,13/12/2025,REF-111,Rele de arranque,Electrico,Bajio,3.0,202.19,606.57,3,No,False
MOV-00862,24/09/2025,REF-103,Compresor 3/4 HP,Compresor,Occidente,3.0,8552.86,25658.58,18,Si,False
MOV-00188,22/08/2025,REF-118,Contactor,Electrico,Norte,3.0,416.18,1248.54,5,No,False
MOV-01243,15/06/2025,REF-118,Contactor,Electrico,Centro,2.0,439.48,878.96,5,No,False
MOV-00232,09/04/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Bajio,2.0,1549.9,3099.8,6,Si,True
MOV-01093,24/09/2025,REF-112,Capacitor de arranque,Electrico,Bajio,3.0,231.74,695.22,4,No,False
MOV-01451,22/01/2025,REF-115,Resistencia de deshielo,Electrico,Norte,2.0,554.06,1108.12,6,No,True
MOV-00589,20/12/2025,REF-111,Rele de arranque,Electrico,Bajio,3.0,182.93,548.79,3,No,False
MOV-00249,09/04/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,2.0,5252.6,10505.2,12,Si,False
MOV-01301,04/04/2025,REF-106,Termostato digital,Control,Centro,2.0,670.61,1341.22,5,No,False
MOV-01015,10/10/2025,REF-110,Ventilador condensador,Ventilacion,Centro,2.0,1067.25,2134.5,9,No,False
MOV-00601,10/01/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,3.0,5189.9,15569.7,12,Si,False
MOV-00693,30/11/2025,REF-107,Termostato mecanico,Control,Occidente,1.0,305.19,305.19,3,No,False
MOV-00878,29/07/2025,REF-107,Termostato mecanico,Control,Centro,1.0,276.01,276.01,3,No,False
MOV-01202,27/07/2025,REF-115,Resistencia de deshielo,Electrico,Occidente,3.0,589.54,1768.62,6,No,False
MOV-00615,03/01/2025,REF-108,Empaque de puerta,Sello,Norte,3.0,466.86,1400.58,7,Si,False
MOV-01983,15/06/2025,REF-108,Empaque de puerta,Sello,Norte,2.0,505.83,1011.66,7,Si,False
MOV-01741,11/12/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,3.0,1384.72,4154.16,6,Si,False
MOV-01547,27/02/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Occidente,1.0,1365.9,1365.9,6,Si,False
MOV-00812,09/04/2025,REF-108,Empaque de puerta,Sello,Norte,1.0,540.6,540.6,7,Si,False
MOV-01828,04/08/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,3.0,5127.86,15383.58,12,Si,False
MOV-00187,30/01/2025,REF-111,Rele de arranque,Electrico,Centro,3.0,188.49,565.47,3,No,False
MOV-00954,18/05/2025,REF-116,Motor de damper,Ventilacion,Bajio,2.0,797.09,1594.18,10,No,False
MOV-01161,02/01/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,2.0,1365.41,2730.82,6,Si,False
MOV-01342,11/08/2025,REF-106,Termostato digital,Control,Bajio,1.0,661.77,661.77,5,No,False
MOV-00760,20/07/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,2.0,6212.68,12425.36,14,Si,False
MOV-01071,06/04/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,3.0,5213.45,15640.35,12,Si,False
MOV-01889,06/10/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,2.0,5250.71,10501.42,12,Si,False
MOV-01546,06/11/2025,REF-117,Sensor de temperatura,Control,Centro,3.0,318.17,954.51,4,No,False
MOV-00253,13/06/2025,REF-107,Termostato mecanico,Control,Centro,3.0,277.97,833.91,3,No,False
MOV-01859,26/09/2025,REF-109,Ventilador evaporador,Ventilacion,Centro,2.0,887.98,1775.96,8,No,False
MOV-00679,26/03/2025,REF-108,Empaque de puerta,Sello,Norte,3.0,526.78,1580.34,7,Si,False
MOV-00895,23/04/2025,REF-115,Resistencia de deshielo,Electrico,Occidente,2.0,573.01,1146.02,6,No,False
MOV-01979,27/01/2025,REF-117,Sensor de temperatura,Control,Sureste,2.0,296.48,592.96,4,No,False
MOV-01092,19/01/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,2.0,7914.95,15829.9,18,Si,False
MOV-00317,06/10/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,3.0,6237.59,18712.77,14,Si,False
MOV-01241,09/02/2025,REF-114,Valvula de expansion,Control,Sureste,1.0,1549.54,1549.54,11,No,False
MOV-01271,13/04/2025,REF-106,Termostato digital,Control,Norte,3.0,709.75,2129.25,5,No,True
MOV-00124,18/11/2025,REF-111,Rele de arranque,Electrico,Bajio,2.0,193.35,386.7,3,No,False
MOV-00903,07/05/2025,REF-108,Empaque de puerta,Sello,Occidente,1.0,546.5,546.5,7,Si,False
MOV-01553,25/12/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,1.0,5498.89,5498.89,12,Si,False
MOV-00980,12/07/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,3.0,1330.13,3990.39,6,Si,False
MOV-01036,10/08/2025,REF-115,Resistencia de deshielo,Electrico,Norte,3.0,579.26,1737.78,6,No,False
MOV-00089,11/02/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,3.0,1028.57,3085.71,4,Si,False
MOV-00518,11/05/2025,REF-108,Empaque de puerta,Sello,Sureste,1.0,474.96,474.96,7,Si,False
